date,open,high,low,close,adj_close,range_over_open,range_change,range_move,price_change,tomo_price_move,volume,qty_change,qty_move,5d_avg_range,change_in_5d_avg_range,5d_avg_range_move,5d_avg_px,change_in_5d_avg_px,5d_avg_px_move,5d_avg_qty,change_in_5d_avg_qty,5d_avg_qty_move,10d_avg_px,change_in_10d_avg_px,10d_avg_px_move
6/28/2017,3.86,3.89,3.8,3.89,3.89,0.023316062,0.007931447,Up,0.01,Down,2931194,1069526,Up,0.01285916,-0.000819816,Down,3.89,0.002,Up,2401677,-281339,Down,3.818,0.05,Up
6/29/2017,3.9,3.9,3.83,3.84,3.84,0.017948718,-0.005367344,Down,-0.05,Down,2259258,-671936,Down,0.014402867,0.001543708,Up,3.882,-0.008,Down,2233950,-167727,Down,3.867,0.049,Up
6/30/2017,3.82,3.82,3.76,3.76,3.76,0.015706806,-0.002241912,Down,-0.08,Down,4541304,2282046,Up,0.016009702,0.001606834,Up,3.854,-0.028,Down,2711505.8,477555.8,Up,3.874,0.007,Up
7/3/2017,3.79,3.82,3.75,3.75,3.75,0.018469657,0.002762851,Up,-0.01,Up,3109053,-1432251,Down,0.018165172,0.00215547,Up,3.824,-0.03,Down,2940495.4,228989.6,Up,3.856,-0.018,Down
7/4/2017,3.75,3.78,3.72,3.76,3.76,0.016,-0.002469657,Down,0.01,Down,2027161,-1081892,Down,0.018288249,0.000123077,Up,3.8,-0.024,Down,2973594,33098.6,Up,3.844,-0.012,Down
7/5/2017,3.77,3.78,3.69,3.69,3.69,0.023872679,0.007872679,Up,-0.07,Up,1704759,-322402,Down,0.018399572,0.000111323,Up,3.76,-0.04,Down,2728307,-245287,Down,3.825,-0.019,Down
7/6/2017,3.7,3.77,3.695,3.74,3.74,0.02027027,-0.003602409,Down,0.05,Down,2822406,1117647,Up,0.018863883,0.00046431,Up,3.74,-0.02,Down,2840936.6,112629.6,Up,3.811,-0.014,Down
7/7/2017,3.7,3.73,3.68,3.7,3.7,0.013513514,-0.006756757,Down,-0.04,Down,2142909,-679497,Down,0.018425224,-0.000438659,Down,3.728,-0.012,Down,2361257.6,-479679,Down,3.791,-0.02,Down
7/10/2017,3.69,3.71,3.65,3.66,3.66,0.016260163,0.002746649,Up,-0.04,Up,1762214,-380695,Down,0.017983325,-0.000441899,Down,3.71,-0.018,Down,2091889.8,-269367.8,Down,3.767,-0.024,Down
7/11/2017,3.79,3.85,3.74,3.77,3.77,0.029023747,0.012763584,Up,0.11,Down,4818463,3056249,Up,0.020588074,0.002604749,Up,3.712,0.002,Up,2650150.2,558260.4,Up,3.756,-0.011,Down
7/12/2017,3.78,3.81,3.74,3.76,3.76,0.018518519,-0.010505228,Down,-0.01,Flat,2323223,-2495240,Down,0.019517242,-0.001070832,Down,3.726,0.014,Up,2773843,123692.8,Up,3.743,-0.013,Down
7/13/2017,3.81,3.82,3.75,3.76,3.76,0.018372703,-0.000145815,Down,0,Up,1991029,-332194,Down,0.019137729,-0.000379513,Down,3.73,0.004,Up,2607567.6,-166275.4,Down,3.735,-0.008,Down
7/14/2017,3.77,3.81,3.75,3.78,3.78,0.015915119,-0.002457584,Down,0.02,Down,2375715,384686,Up,0.01961805,0.000480321,Up,3.746,0.016,Up,2654128.8,46561.2,Up,3.737,0.002,Up
7/17/2017,3.8,3.81,3.75,3.77,3.77,0.015789474,-0.000125646,Down,-0.01,Down,2335355,-40360,Down,0.019523912,-9.41378E-05,Down,3.768,0.022,Up,2768757,114628.2,Up,3.739,0.002,Up
7/18/2017,3.77,3.775,3.67,3.68,3.68,0.027851459,0.012061985,Up,-0.09,Down,2829346,493991,Up,0.019289455,-0.000234458,Down,3.75,-0.018,Down,2370933.6,-397823.4,Down,3.731,-0.008,Down
7/19/2017,3.7,3.71,3.6,3.64,3.64,0.02972973,0.001878271,Up,-0.04,Flat,2875985,46639,Up,0.021531697,0.002242242,Up,3.726,-0.024,Down,2481486,110552.4,Up,3.726,-0.005,Down
7/20/2017,3.63,3.66,3.61,3.64,3.64,0.013774105,-0.015955625,Down,0,Flat,3915676,1039691,Up,0.020611977,-0.00091972,Down,3.702,-0.024,Down,2866415.4,384929.4,Up,3.716,-0.01,Down
7/21/2017,3.66,3.67,3.63,3.64,3.64,0.010928962,-0.002845143,Down,0,Up,2183881,-1731795,Down,0.019614746,-0.000997232,Down,3.674,-0.028,Down,2828048.6,-38366.8,Down,3.71,-0.006,Down
7/24/2017,3.66,3.7,3.65,3.68,3.68,0.013661202,0.00273224,Up,0.04,Up,2379593,195712,Up,0.019189091,-0.000425654,Down,3.656,-0.018,Down,2836896.2,8847.6,Up,3.712,0.002,Up
7/25/2017,3.73,3.83,3.71,3.83,3.83,0.032171582,0.01851038,Up,0.15,Up,4182665,1803072,Up,0.020053116,0.000864025,Up,3.686,0.03,Up,3107560,270663.8,Up,3.718,0.006,Up
7/26/2017,3.88,3.99,3.87,3.91,3.91,0.030927835,-0.001243747,Down,0.08,Up,5324628,1141963,Up,0.020292737,0.000239621,Up,3.74,0.054,Up,3597288.6,489728.6,Up,3.733,0.015,Up
7/27/2017,4.03,4.26,4.015,4.2,4.2,0.060794045,0.02986621,Up,0.29,Down,14557940,9233312,Up,0.029696725,0.009403988,Up,3.852,0.112,Up,5725741.4,2128452.8,Up,3.777,0.044,Up
7/28/2017,4.22,4.22,3.96,4.06,4.06,0.061611374,0.00081733,Up,-0.14,Up,10862777,-3695163,Down,0.039833208,0.010136483,Up,3.936,0.084,Up,7461520.6,1735779.2,Up,3.805,0.028,Up
7/31/2017,4.1,4.15,4.08,4.14,4.14,0.017073171,-0.044538204,Down,0.08,Up,3479230,-7383547,Down,0.040515601,0.000682394,Up,4.028,0.092,Up,7681448,219927.4,Up,3.842,0.037,Up
8/1/2017,4.15,4.19,4.11,4.16,4.16,0.019277108,0.002203938,Up,0.02,Down,3618164,138934,Up,0.037936707,-0.002578895,Down,4.094,0.066,Up,7568547.8,-112900.2,Down,3.89,0.048,Up
8/2/2017,4.22,4.275,4.15,4.15,4.15,0.029620853,0.010343745,Up,-0.01,Up,6942510,3324346,Up,0.03767531,-0.000261396,Down,4.142,0.048,Up,7892124.2,323576.4,Up,3.941,0.051,Up
8/3/2017,4.16,4.245,4.13,4.23,4.23,0.027644231,-0.001976622,Down,0.08,Up,4699295,-2243215,Down,0.031045347,-0.006629963,Down,4.148,0.006,Up,5920395.2,-1971729,Down,4,0.059,Up
8/4/2017,4.24,4.425,4.235,4.38,4.38,0.044811321,0.01716709,Up,0.15,Up,5622459,923164,Up,0.027685337,-0.003360011,Down,4.212,0.064,Up,4872331.6,-1048063.6,Down,4.074,0.074,Up
8/7/2017,4.46,4.5,4.45,4.46,4.46,0.011210762,-0.033600558,Down,0.08,Down,3830726,-1791733,Down,0.026512855,-0.001172482,Down,4.276,0.064,Up,4942630.8,70299.2,Up,4.152,0.078,Up
8/8/2017,4.47,4.49,4.38,4.42,4.42,0.024608501,0.013397739,Up,-0.04,Up,5095096,1264370,Up,0.027579134,0.001066279,Up,4.328,0.052,Up,5238017.2,295386.4,Up,4.211,0.059,Up
8/9/2017,4.4,4.5,4.37,4.49,4.49,0.029545455,0.004936953,Up,0.07,Up,5380545,285449,Up,0.027564054,-1.50797E-05,Down,4.396,0.068,Up,4925624.2,-312393,Down,4.269,0.058,Up
8/10/2017,4.55,4.57,4.45,4.5,4.5,0.026373626,-0.003171828,Down,0.01,Down,6288854,908309,Up,0.027309933,-0.000254121,Down,4.45,0.054,Up,5243536,317911.8,Up,4.299,0.03,Up
8/11/2017,4.45,4.5,4.42,4.49,4.49,0.017977528,-0.008396098,Down,-0.01,Up,2975927,-3312927,Down,0.021943174,-0.005366759,Down,4.472,0.022,Up,4714229.6,-529306.4,Down,4.342,0.043,Up
8/14/2017,4.5,4.55,4.495,4.55,4.55,0.012222222,-0.005755306,Down,0.06,Up,1864374,-1111553,Down,0.022145466,0.000202292,Up,4.49,0.018,Up,4320959.2,-393270.4,Down,4.383,0.041,Up
8/15/2017,4.55,4.625,4.55,4.62,4.62,0.016483516,0.004261294,Up,0.07,Up,2883868,1019494,Up,0.02052047,-0.001624997,Down,4.53,0.04,Up,3878713.6,-442245.6,Down,4.429,0.046,Up
8/16/2017,4.65,4.67,4.62,4.65,4.65,0.010752688,-0.005730828,Down,0.03,Down,3901261,1017393,Up,0.016761916,-0.003758553,Down,4.562,0.032,Up,3582856.8,-295856.8,Down,4.479,0.05,Up
8/17/2017,4.68,4.71,4.52,4.57,4.57,0.040598291,0.029845602,Up,-0.08,Up,4862178,960917,Up,0.019606849,0.002844933,Up,4.576,0.014,Up,3297521.6,-285335.2,Down,4.513,0.034,Up
8/18/2017,4.55,4.63,4.53,4.62,4.62,0.021978022,-0.018620269,Down,0.05,Down,3001566,-1860612,Down,0.020406948,0.000800099,Up,4.602,0.026,Up,3302649.4,5127.8,Up,4.537,0.024,Up
8/21/2017,4.63,4.64,4.52,4.55,4.55,0.025917927,0.003939905,Up,-0.07,Down,3203631,202065,Up,0.023146089,0.002739141,Up,4.602,0,Flat,3570500.8,267851.4,Up,4.546,0.009,Up
8/22/2017,4.56,4.61,4.47,4.5,4.5,0.030701754,0.004783828,Up,-0.05,Up,3669363,465732,Up,0.025989736,0.002843648,Up,4.578,-0.024,Down,3727599.8,157099,Up,4.554,0.008,Up
8/23/2017,4.77,4.83,4.63,4.81,4.81,0.041928721,0.011226967,Up,0.31,Up,11682642,8013279,Up,0.032224943,0.006235207,Up,4.61,0.032,Up,5283876,1556276.2,Up,4.586,0.032,Up
8/24/2017,4.93,5.125,4.92,5.03,5.03,0.04158215,-0.000346571,Down,0.22,Up,15588610,3905968,Up,0.032421715,0.000196772,Up,4.702,0.092,Up,7429162.4,2145286.4,Up,4.639,0.053,Up
8/25/2017,5.08,5.28,5.055,5.28,5.28,0.044291339,0.002709188,Up,0.25,Down,11159305,-4429305,Down,0.036884378,0.004462663,Up,4.834,0.132,Up,9060710.2,1631547.8,Up,4.718,0.079,Up
8/28/2017,5.34,5.37,5.06,5.08,5.08,0.058052434,0.013761096,Up,-0.2,Down,8718948,-2440357,Down,0.04331128,0.006426902,Up,4.94,0.106,Up,10163773.6,1103063.4,Up,4.771,0.053,Up
8/29/2017,5.07,5.17,4.98,5.02,5.02,0.037475345,-0.020577089,Down,-0.06,Up,9698786,979838,Up,0.044665998,0.001354718,Up,5.044,0.104,Up,11369658.2,1205884.6,Up,4.811,0.04,Up
8/30/2017,5.02,5.07,5.01,5.04,5.04,0.011952191,-0.025523154,Down,0.02,Flat,4082379,-5616407,Down,0.038670692,-0.005995306,Down,5.09,0.046,Up,9849605.6,-1520052.6,Down,4.85,0.039,Up
8/31/2017,5.06,5.12,5.02,5.04,5.04,0.019762846,0.007810655,Up,0,Up,4962548,880169,Up,0.034306831,-0.004363861,Down,5.092,0.002,Up,7724393.2,-2125212.4,Down,4.897,0.047,Up
9/1/2017,5.1,5.2,5.085,5.11,5.11,0.02254902,0.002786174,Up,0.07,Down,4529987,-432561,Down,0.029958367,-0.004348464,Down,5.058,-0.034,Down,6398529.6,-1325863.6,Down,4.946,0.049,Up
9/4/2017,5.15,5.15,5.03,5.05,5.05,0.023300971,0.000751951,Up,-0.06,Up,2447781,-2082206,Down,0.023008075,-0.006950293,Down,5.052,-0.006,Down,5144296.2,-1254233.4,Down,4.996,0.05,Up
9/5/2017,5.06,5.1,5.04,5.06,5.06,0.011857708,-0.011443263,Down,0.01,Up,1629604,-818177,Down,0.017884547,-0.005123528,Down,5.06,0.008,Up,3530459.8,-1613836.4,Down,5.052,0.056,Up
9/6/2017,5.07,5.28,5.07,5.19,5.19,0.041420118,0.029562411,Up,0.13,Up,7884705,6255101,Up,0.023778132,0.005893585,Up,5.09,0.03,Up,4290925,760465.2,Up,5.09,0.038,Up
9/7/2017,5.26,5.31,5.16,5.24,5.24,0.02851711,-0.012903008,Down,0.05,Up,4449527,-3435178,Down,0.025528985,0.001750853,Up,5.13,0.04,Up,4188320.8,-102604.2,Down,5.111,0.021,Up
9/8/2017,5.27,5.34,5.25,5.3,5.3,0.017077799,-0.011439311,Down,0.06,Up,4253268,-196259,Down,0.024434741,-0.001094244,Down,5.168,0.038,Up,4132977,-55343.8,Down,5.113,0.002,Up
9/11/2017,5.35,5.55,5.35,5.53,5.53,0.037383178,0.020305379,Up,0.23,Down,5049496,796228,Up,0.027251183,0.002816441,Up,5.264,0.096,Up,4653320,520343,Up,5.158,0.045,Up
9/12/2017,5.58,5.58,5.42,5.43,5.43,0.028673835,-0.008709342,Down,-0.1,Up,4940359,-109137,Down,0.030614408,0.003363226,Up,5.338,0.074,Up,5315471,662151,Up,5.199,0.041,Up
9/13/2017,5.48,5.5,5.41,5.46,5.46,0.016423358,-0.012250477,Down,0.03,Down,2543730,-2396629,Down,0.025615056,-0.004999352,Down,5.392,0.054,Up,4247276,-1068195,Down,5.241,0.042,Up
9/14/2017,5.41,5.46,5.31,5.34,5.34,0.027726433,0.011303075,Up,-0.12,Down,4194088,1650358,Up,0.02545692,-0.000158136,Down,5.412,0.02,Up,4196188.2,-51087.8,Down,5.271,0.03,Up
9/15/2017,5.32,5.37,5.17,5.17,5.17,0.037593985,0.009867552,Up,-0.17,Up,6211401,2017313,Up,0.029560158,0.004103237,Up,5.386,-0.026,Down,4587814.8,391626.6,Up,5.277,0.006,Up
9/18/2017,5.25,5.395,5.24,5.35,5.35,0.02952381,-0.008070175,Down,0.18,Up,3807930,-2403471,Down,0.027988284,-0.001571874,Down,5.35,-0.036,Down,4339501.6,-248313.2,Down,5.307,0.03,Up
9/19/2017,5.38,5.39,5.285,5.36,5.36,0.019516729,-0.010007081,Down,0.01,Up,3109585,-698345,Down,0.026156863,-0.001831421,Down,5.336,-0.014,Down,3973346.8,-366154.8,Down,5.337,0.03,Up
9/20/2017,5.4,5.485,5.35,5.43,5.43,0.025,0.005483271,Up,0.07,Up,4211051,1101466,Up,0.027872191,0.001715328,Up,5.33,-0.006,Down,4306811,333464.2,Up,5.361,0.024,Up
9/21/2017,5.47,5.52,5.41,5.5,5.5,0.020109689,-0.004890311,Down,0.07,Up,5885390,1674339,Up,0.026348842,-0.001523349,Down,5.362,0.032,Up,4645071.4,338260.4,Up,5.387,0.026,Up
9/22/2017,5.52,5.55,5.46,5.53,5.53,0.016304348,-0.003805341,Down,0.03,Up,2257906,-3627484,Down,0.022090915,-0.004257927,Down,5.434,0.072,Up,3854372.4,-790699,Down,5.41,0.023,Up
9/25/2017,5.54,5.73,5.485,5.73,5.73,0.044223827,0.027919479,Up,0.2,Up,4980359,2722453,Up,0.025030918,0.002940003,Up,5.51,0.076,Up,4088858.2,234485.8,Up,5.43,0.02,Up
9/26/2017,5.72,5.88,5.71,5.86,5.86,0.02972028,-0.014503547,Down,0.13,Up,9415288,4434929,Up,0.027071629,0.00204071,Up,5.61,0.1,Up,5349998.8,1261140.6,Up,5.473,0.043,Up
9/27/2017,5.89,6.035,5.88,5.99,5.99,0.026315789,-0.00340449,Down,0.13,Flat,9238518,-176770,Down,0.027334787,0.000263158,Up,5.722,0.112,Up,6355492.2,1005493.4,Up,5.526,0.053,Up
9/28/2017,6.27,6.4,5.975,5.99,5.99,0.067783094,0.041467305,Up,0,Down,15581272,6342754,Up,0.036869468,0.009534681,Up,5.82,0.098,Up,8294668.6,1939176.4,Up,5.591,0.065,Up
9/29/2017,6.04,6.04,5.85,5.86,5.86,0.031456954,-0.03632614,Down,-0.13,Up,9144572,-6436700,Down,0.039899989,0.003030521,Up,5.886,0.066,Up,9672001.8,1377333.2,Up,5.66,0.069,Up
10/2/2017,5.92,6.19,5.91,6.17,6.17,0.047297297,0.015840344,Up,0.31,Down,5062706,-4081866,Down,0.040514683,0.000614694,Up,5.974,0.088,Up,9688471.2,16469.4,Up,5.742,0.082,Up
10/3/2017,6.09,6.11,5.97,6.01,6.01,0.022988506,-0.024308792,Down,-0.16,Up,4439081,-623625,Down,0.039168328,-0.001346355,Down,6.004,0.03,Up,8693229.8,-995241.4,Down,5.807,0.065,Up
10/4/2017,6.12,6.335,6.08,6.31,6.31,0.041666667,0.018678161,Up,0.3,Up,7549203,3110122,Up,0.042238503,0.003070175,Up,6.068,0.064,Up,8355366.8,-337863,Down,5.895,0.088,Up
10/5/2017,6.4,6.66,6.36,6.61,6.61,0.046875,0.005208333,Up,0.3,Down,11994022,4444819,Up,0.038056885,-0.004181619,Down,6.192,0.124,Up,7637916.8,-717450,Down,6.006,0.111,Up
10/6/2017,6.53,6.585,6.47,6.56,6.56,0.017611026,-0.029263974,Down,-0.05,Up,4821424,-7172598,Down,0.035287699,-0.002769186,Down,6.332,0.14,Up,6773287.2,-864629.6,Down,6.109,0.103,Up
10/9/2017,6.58,6.73,6.58,6.71,6.71,0.022796353,0.005185327,Up,0.15,Up,5987887,1166463,Up,0.03038751,-0.004900189,Down,6.44,0.108,Up,6958323.4,185036.2,Up,6.207,0.098,Up
10/10/2017,6.71,6.93,6.67,6.91,6.91,0.038748137,0.015951785,Up,0.2,Up,6706427,718540,Up,0.033539436,0.003151926,Up,6.62,0.18,Up,7411792.6,453469.2,Up,6.312,0.105,Up
10/11/2017,6.98,7.105,6.92,6.97,6.97,0.026504298,-0.012243839,Down,0.06,Up,8539074,1832647,Up,0.030506963,-0.003032474,Down,6.752,0.132,Up,7609766.8,197974.2,Up,6.41,0.098,Up
10/12/2017,7.01,7.1,6.97,7.05,7.05,0.018544936,-0.007959362,Down,0.08,Down,6201160,-2337914,Down,0.02484095,-0.005666013,Down,6.84,0.088,Up,6451194.4,-1158572.4,Down,6.516,0.106,Up
10/13/2017,7.07,7.145,6.94,7.03,7.03,0.028995757,0.010450821,Up,-0.02,Down,6353147,151987,Up,0.027117896,0.002276946,Up,6.934,0.094,Up,6757539,306344.6,Up,6.633,0.117,Up
10/16/2017,7.07,7.1,6.96,7,7,0.01980198,-0.009193777,Down,-0.03,Up,5400460,-952687,Down,0.026519022,-0.000598874,Down,6.992,0.058,Up,6640053.6,-117485.4,Down,6.716,0.083,Up
10/17/2017,7,7.22,6.96,7.18,7.18,0.037142857,0.017340877,Up,0.18,Flat,5533228,132768,Up,0.026197966,-0.000321056,Down,7.046,0.054,Up,6405413.8,-234639.8,Down,6.833,0.117,Up
10/18/2017,7.2,7.25,7.12,7.18,7.18,0.018055556,-0.019087302,Down,0,Down,4053522,-1479706,Down,0.024508217,-0.001689748,Down,7.088,0.042,Up,5508303.4,-897110.4,Down,6.92,0.087,Up
10/19/2017,7.16,7.215,7.08,7.1,7.1,0.018854749,0.000799193,Up,-0.08,Up,4110456,56934,Up,0.02457018,6.19626E-05,Up,7.098,0.01,Up,5090162.6,-418140.8,Down,6.969,0.049,Up
10/20/2017,7.06,7.13,6.98,7.13,7.13,0.021246459,0.00239171,Up,0.03,Up,3489634,-620822,Down,0.02302032,-0.00154986,Down,7.118,0.02,Up,4517460,-572702.6,Down,7.026,0.057,Up
10/23/2017,7.23,7.25,7.185,7.25,7.25,0.008990318,-0.012256141,Down,0.12,Up,2258222,-1231412,Down,0.020857988,-0.002162332,Down,7.168,0.05,Up,3889012.4,-628447.6,Down,7.08,0.054,Up
10/24/2017,7.27,7.49,7.27,7.35,7.35,0.030261348,0.02127103,Up,0.1,Up,5372508,3114286,Up,0.019481686,-0.001376302,Down,7.202,0.034,Up,3856868.4,-32144,Down,7.124,0.044,Up
10/25/2017,7.43,7.54,7.43,7.52,7.52,0.014804845,-0.015456503,Down,0.17,Down,4049894,-1322614,Down,0.018831544,-0.000650142,Down,7.27,0.068,Up,3856142.8,-725.6,Down,7.179,0.055,Up
10/26/2017,7.53,7.555,7.44,7.5,7.5,0.015272244,0.000467399,Up,-0.02,Up,4437313,387419,Up,0.018115043,-0.000716501,Down,7.35,0.08,Up,3921514.2,65371.4,Up,7.224,0.045,Up
10/27/2017,7.55,7.73,7.53,7.67,7.67,0.026490066,0.011217822,Up,0.17,Up,5542533,1105220,Up,0.019163764,0.001048721,Up,7.458,0.108,Up,4332094,410579.8,Up,7.288,0.064,Up
10/30/2017,7.8,7.91,7.73,7.76,7.76,0.023076923,-0.003413143,Down,0.09,Down,5785828,243295,Up,0.021981085,0.002817321,Up,7.56,0.102,Up,5037615.2,705521.2,Up,7.364,0.076,Up
10/31/2017,7.8,7.84,7.6,7.62,7.62,0.030769231,0.007692308,Up,-0.14,Down,5925497,139669,Up,0.022082662,0.000101577,Up,7.614,0.054,Up,5148213,110597.8,Up,7.408,0.044,Up
11/1/2017,7.34,7.375,6.71,7.16,7.16,0.090599455,0.059830224,Up,-0.46,Up,23348479,17422982,Up,0.037241584,0.015158922,Up,7.542,-0.072,Down,9007930,3859717,Up,7.406,-0.002,Down
11/2/2017,7.04,7.6,6.97,7.58,7.58,0.089488636,-0.001110819,Down,0.42,Down,8725488,-14622991,Down,0.052084862,0.014843278,Up,7.558,0.016,Up,9865565,857635,Up,7.454,0.048,Up
11/3/2017,7.63,7.69,7.27,7.28,7.28,0.055045872,-0.034442765,Down,-0.3,Down,6106369,-2619119,Down,0.057796023,0.005711161,Up,7.48,-0.078,Down,9978332.2,112767.2,Up,7.469,0.015,Up
11/6/2017,7.21,7.36,7.12,7.15,7.15,0.033287101,-0.02175877,Down,-0.13,Down,4820298,-1286071,Down,0.059838059,0.002042036,Up,7.358,-0.122,Down,9785226.2,-193106,Down,7.459,-0.01,Down
11/7/2017,7.13,7.15,6.77,6.8,6.8,0.053295933,0.020008831,Up,-0.35,Down,10389446,5569148,Up,0.064343399,0.00450534,Up,7.194,-0.164,Down,10678016,892789.8,Up,7.404,-0.055,Down
11/8/2017,6.43,6.81,6.33,6.73,6.73,0.074650078,0.021354145,Up,-0.07,Up,16587156,6197710,Up,0.061153524,-0.003189875,Down,7.108,-0.086,Down,9325751.4,-1352264.6,Down,7.325,-0.079,Down
11/9/2017,6.7,6.92,6.56,6.88,6.88,0.053731343,-0.020918734,Down,0.15,Down,7164772,-9422384,Down,0.054002065,-0.007151459,Down,6.968,-0.14,Down,9013608.2,-312143.2,Down,7.263,-0.062,Down
11/10/2017,6.88,6.89,6.625,6.7,6.7,0.038517442,-0.015213901,Down,-0.18,Up,4260317,-2904455,Down,0.050696379,-0.003305686,Down,6.852,-0.116,Down,8644397.8,-369210.4,Down,7.166,-0.097,Down
11/13/2017,6.88,7.07,6.835,6.91,6.91,0.034156977,-0.004360465,Down,0.21,Down,8480062,4219745,Up,0.050870354,0.000173975,Up,6.804,-0.048,Down,9376350.6,731952.8,Up,7.081,-0.085,Down
11/14/2017,6.95,7,6.76,6.78,6.78,0.034532374,0.000375397,Up,-0.13,Up,3631413,-4848649,Down,0.047117643,-0.003752712,Down,6.8,-0.004,Down,8024744,-1351606.6,Down,6.997,-0.084,Down
11/15/2017,6.76,6.96,6.75,6.84,6.84,0.031065089,-0.003467285,Down,0.06,Up,3970622,339209,Up,0.038400645,-0.008716998,Down,6.822,0.022,Up,5501437.2,-2523306.8,Down,6.965,-0.032,Down
11/16/2017,6.84,7.135,6.81,7.02,7.02,0.04751462,0.016449531,Up,0.18,Up,5308697,1338075,Up,0.0371573,-0.001243345,Down,6.85,0.028,Up,5130222.2,-371215,Down,6.909,-0.056,Down
11/17/2017,7.13,7.23,7.12,7.18,7.18,0.01542777,-0.03208685,Down,0.16,Down,4149988,-1158709,Down,0.032539366,-0.004617934,Down,6.946,0.096,Up,5108156.4,-22065.8,Down,6.899,-0.01,Down
11/20/2017,7.25,7.3,7.01,7.07,7.07,0.04,0.02457223,Up,-0.11,Up,4249582,99594,Up,0.033707971,0.001168605,Up,6.978,0.032,Up,4262060.4,-846096,Down,6.891,-0.008,Down
11/21/2017,7.33,7.49,7.29,7.46,7.46,0.02728513,-0.01271487,Down,0.39,Up,12267359,8017777,Up,0.032258522,-0.001449449,Down,7.114,0.136,Up,5989249.6,1727189.2,Up,6.957,0.066,Up
11/22/2017,7.62,7.93,7.62,7.93,7.93,0.040682415,0.013397285,Up,0.47,Down,9911291,-2356068,Down,0.034181987,0.001923465,Up,7.332,0.218,Up,7177383.4,1188133.8,Up,7.077,0.12,Up
11/23/2017,8.03,8.05,7.59,7.6,7.6,0.057285181,0.016602766,Up,-0.33,Down,9129930,-781361,Down,0.036136099,0.001954112,Up,7.448,0.116,Up,7941630,764246.6,Up,7.149,0.072,Up
11/24/2017,7.63,7.74,7.5,7.51,7.51,0.031454784,-0.025830397,Down,-0.09,Up,5650577,-3479353,Down,0.039341502,0.003205403,Up,7.514,0.066,Up,8241747.8,300117.8,Up,7.23,0.081,Up
11/27/2017,7.55,7.74,7.55,7.68,7.68,0.025165563,-0.006289221,Down,0.17,Down,3599541,-2051036,Down,0.036374614,-0.002966887,Down,7.636,0.122,Up,8111739.6,-130008.2,Down,7.307,0.077,Up
11/28/2017,7.74,7.77,7.49,7.63,7.63,0.036175711,0.011010148,Up,-0.05,Down,5486459,1886918,Up,0.038152731,0.001778116,Up,7.67,0.034,Up,6755559.6,-1356180,Down,7.392,0.085,Up
11/29/2017,7.65,7.67,7.52,7.58,7.58,0.019607843,-0.016567867,Down,-0.05,Up,3626179,-1860280,Down,0.033937816,-0.004214914,Down,7.6,-0.07,Down,5498537.2,-1257022.4,Down,7.466,0.074,Up
11/30/2017,7.54,7.62,7.45,7.59,7.59,0.022546419,0.002938576,Up,0.01,Down,4006842,380663,Up,0.026990064,-0.006947752,Down,7.598,-0.002,Down,4473919.6,-1024617.6,Down,7.523,0.057,Up
12/1/2017,7.6,7.63,7.49,7.51,7.51,0.018421053,-0.004125366,Down,-0.08,Down,2270816,-1736026,Down,0.024383318,-0.002606746,Down,7.598,0,Flat,3797967.4,-675952.2,Down,7.556,0.033,Up
12/4/2017,7.47,7.51,7.32,7.48,7.48,0.025435074,0.007014021,Up,-0.03,Down,3350093,1079277,Up,0.02443722,5.39021E-05,Up,7.558,-0.04,Down,3748077.8,-49889.6,Down,7.597,0.041,Up
12/5/2017,7.43,7.43,7.19,7.26,7.26,0.03230148,0.006866407,Up,-0.22,Up,3540218,190125,Up,0.023662374,-0.000774846,Down,7.484,-0.074,Down,3358829.6,-389248.2,Down,7.577,-0.02,Down
12/6/2017,7.21,7.39,7.1,7.36,7.36,0.040221914,0.007920434,Up,0.1,Down,3926183,385965,Up,0.027785188,0.004122814,Up,7.44,-0.044,Down,3418830.4,60000.8,Up,7.52,-0.057,Down
12/7/2017,7.32,7.33,7.11,7.14,7.14,0.030054645,-0.010167269,Down,-0.22,Up,5043394,1117211,Up,0.029286833,0.001501645,Up,7.35,-0.09,Down,3626140.8,207310.4,Up,7.474,-0.046,Down
12/8/2017,7.12,7.26,7.07,7.17,7.17,0.026685393,-0.003369252,Down,0.03,Down,4963197,-80197,Down,0.030939701,0.001652868,Up,7.282,-0.068,Down,4164617,538476.2,Up,7.44,-0.034,Down
12/11/2017,7.18,7.21,7.06,7.09,7.09,0.020891365,-0.005794028,Down,-0.08,Up,5087061,123864,Up,0.030030959,-0.000908742,Down,7.204,-0.078,Down,4512010.6,347393.6,Up,7.381,-0.059,Down
12/12/2017,7.12,7.16,7.05,7.1,7.1,0.015449438,-0.005441927,Down,0.01,Down,5711827,624766,Up,0.026660551,-0.003370408,Down,7.172,-0.032,Down,4946332.4,434321.8,Up,7.328,-0.053,Down
12/13/2017,7.08,7.15,6.82,7.07,7.07,0.046610169,0.031160731,Up,-0.03,Up,22481454,16769627,Up,0.027938202,0.001277651,Up,7.114,-0.058,Down,8657386.6,3711054.2,Up,7.277,-0.051,Down
12/14/2017,6.97,7.33,6.94,7.31,7.31,0.055954089,0.009343919,Up,0.24,Down,4883514,-17597940,Down,0.033118091,0.005179889,Up,7.148,0.034,Up,8625410.6,-31976,Down,7.249,-0.028,Down
